j. inorg. nucl. chem.,journal of inorganic and nuclear chemistry
j. inorg. organomet. polym.,journal of inorganic and organometallic polymers
j. inst. chem.,journal of institute of chemists (india)
j. inst. environ. sci.,journal of the institute of environment sciences
j. inst. water environ. manage.,journal of the institution of water and environment management
j. intell. mater. syst. struct.,journal of intelligent material systems and structures
j. interferon cytokine res.,journal of interferon and cytokine research
j. interferon res.,journal of interferon research
j. jpn. inst. met.,journal of the japan institute of metals
j. korean chem. soc.,journal of the korean chemical society
j. labelled compd. radiopharm.,journal of labelled compounds and radiopharmaceuticals
j. lipid mediators,journal of lipid mediators
j. lipid mediators cell signalling,journal of lipid mediators and cell signalling
j. lipid res.,journal of lipid research
j. liq. chromatogr.,journal of liquid chromatography
j. liq. chromatogr. related technol.,journal of liquid chromatography and related technologies
j. low temp. phys.,journal of low temperature physics
j. lumin.,journal of luminescence
j. macromol. sci., phys.,journal of macromolecular science - physics
j. macromol. sci., polym. rev.,journal of macromolecular science polymer reviews
j. macromol. sci., pure appl. chem.,journal of macromolecular science pure and applied chemistry
j. macromol. sci., rev. macromol. chem. phys.,journal of macromolecular science - reviews in macromolecular chemistry and physics
j. magn. magn. mater.,journal of magnetism and magnetic materials
j. magn. reson., ser a,journal of magnetic resonance series a
j. magn. reson., ser b,journal of magnetic resonance series b
j. mass spectrom.,journal of mass spectrometry
j. mater. chem.,journal of materials chemistry
j. mater. civ. eng.,journal of materials in civil engineering
j. mater. cycles waste manage.,journal of material cycles and waste management
j. mater. eng. perform.,journal of materials engineering and performance
j. mater. process. manuf. sci.,journal of materials processing and manufacturing science
j. mater. process. technol.,journal of materials processing technology
j. mater. res.,journal of materials research
j. mater. sci. - mater. electron.,journal of materials science - materials in electronics
j. mater. sci. - mater. med.,journal of materials science materials in medicine
j. mater. sci. lett.,journal of materials science letters
j. mater. sci. technol.,journal of materials science and technology
j. mater. synth. process.,journal of materials synthesis and processing
j. math. chem.,journal of mathematical chemistry
j. med. chem.,journal of medicinal chemistry
j. membr. biol.,journal of membrane biology
j. membr. sci.,journal of membrance science
j. microbiol. biotechnol.,journal of microbiology and biotechnology
j. microbiol. methods,journal of microbiological methods
j. microcolumn sep.,journal of microcolumn separations
j. microelectromech. syst.,journal of microelectronic systems
j. microencapsulation,journal of microencapsulation
j. mol. biol.,journal of molecular biology
j. mol. catal.,journal of molecular catalysis
j. mol. catal. a: chem.,journal of molecular catalysis a: chemical
j. mol. catal. b: enzym.,journal of molecular catalysis b: enzymatic
j. mol. graphics modell.,journal of molecular graphics and modelling
j. mol. liq.,journal of molecular liquids
j. mol. microbiol. biotechnol.,journal of molecular microbiology and biotechnology
j. mol. model.,journal of molecular modeling
j. mol. spectrosc.,journal of molecular spectroscopy
j. mol. struct.,journal of molecular structure
j. nanopart. res.,journal of nanoparticle research
j. nat. prod.,journal of natural products
j. near infrared spectrosc.,journal of near infrared spectroscopy
j. neurochem.,journal of neurochemistry
j. neurosci.,journal of neuroscience
j. neurosci. res.,journal of neuroscience research
j. new mater. electrochem. syst.,journal of new materials for electrochemical systems
j. non-cryst. solids,journal of non-crystalline solids
j. non-equilib. thermodyn.,journal of non-equilibrium thermodynamics
j. nucl. mater.,journal of nuclear materials
j. nucl. sci. technol.,journal of nuclear science and technology
j. opt. soc. am. b: opt. phys.,journal of the optical society of america b: optical physics
j. org. chem.,journal of organic chemistry
j. organomet. chem.,journal of organometallic chemistry
j. pet. sci. technol.,journal of petroleum science and technology
j. pharm. biomed. anal.,journal of pharmaceutical and biomedical analysis
j. pharm. pharmacol.,journal of pharmacy and pharmacology
j. pharm. sci.,journal of pharmaceutical sciences
j. pharmacol. exp. ther.,journal of pharmacology and experimental therapeutics
j. pharmacol. toxicol. methods,journal of pharmacological and toxicological methods
j. phase equilib.,journal of phase equilibrium
j. photochem. photobiol., a,journal of photochemistry and photobiology a
j. photochem. photobiol., b,journal of photochemistry and photobiology b
j. photopolym. sci. technol.,journal of photopolymer science and technology
j. phys. a: math. gen.,journal of physics a: mathematical and general
j. phys. b: at., mol. opt. phys.,journal of physics b: atomic molecular and optical physics
j. phys. chem.,journal of physical chemistry
j. phys. chem. a,journal of physical chemistry a
j. phys. chem. b,journal of physical chemistry b
j. phys. chem. ref. data,journal of physical and chemical reference data
j. phys. chem. solids,journal of physics and chemistry of solids
j. phys. d: appl. phys.,journal of physics d: applied physics
j. phys. g: nucl. part. phys.,journal of physics g: nuclear and particle physics
j. phys. i,journal de physique i
j. phys. ii,journal de physique ii
j. phys. iii,journal de physique iii
j. phys. iv,journal de physique iv
j. phys. org. chem.,journal of physical organic chemistry
j. phys. soc. jpn.,journal of the physical society of japan
j. phys.: condens. matter,journal of physics: condensed matter
j. planar. chromatogr. - mod. tlc,journal of planar chromatography - modern tlc
j. plant biochem. biotechnol.,journal of plant biochemistry and biotechnology
j. polym. eng.,journal of polymer engineering
j. polym. environ.,journal of polymers and the environment
j. polym. mater.,journal of polymer materials
j. polym. sci., part a: polym. chem.,journal of polymer science part a: polymer chemistry
j. polym. sci., part b: polym. phys.,journal of polymer science part b: polymer physics
j. porous mater.,journal of porous materials
j. porphyrins phthalocyanines,journal of porphyrins and phthalocyanines
j. power sources,journal of power sources
j. prakt. chem. /chem-ztg,journal fur praktische chemie - chemiker zeitung
j. propul. power,journal of propulsion and power
j. protein chem.,journal of protein chemistry
j. pulp pap. sci.,journal of pulp and paper science
j. quant. spectrosc. radiat. transfer,journal of quantitative spectroscopy and radiative transfer
j. radioanal. nucl. chem.,journal of radioanalytical and nuclear chemistry
j. radioanal. nucl. chem. art.,journal of radioanalytical and nuclear chemistry articles
j. radioanal. nucl. chem. lett.,journal of radioanalytical and nuclear chemistry letters
j. raman spectrosc.,journal of raman specroscopy
j. rapid methods autom. microbiol.,journal of rapid methods and automation in microbiology
j. reinf. plast. compos.,journal of reinforced plastics and composites
j. rheol.,journal of rheology
j. s. afr. inst. min. metall.,journal of the south african institute of mining and metallurgy
j. sci. food agric.,journal of the science of food and agriculture
j. sci. ind. res.,journal of scientific and industrial research
j. sep. sci.,journal of separation science
j. serb. chem. soc.,journal of the serbian chemical society
j. sol-gel sci. technol.,journal of sol-gel science and technology
j. solid state chem.,journal of solid state chemistry
j. solid state electrochem.,journal of solid state electrochemistry
j. solution chem.,journal of solution chemistry
j. steroid biochem. mol. biol.,journal of steroid biochemistry and molecular biology
j. strain anal. eng. des.,journal of strain analysis for engineering design
j. struct. chem.,journal of structural chemistry
j. supercrit. fluids,journal of supercritical fluids
j. synth. org. chem jpn.,journal of synthetic organic chemistry, japan
j. test. .,journal of testing and uation
j. therm. anal.,journal of thermal analysis
j. therm. anal. calorim.,journal of thermal analysis and calorimetry
j. therm. spray technol.,journal of thermal spray technology
j. thermophys heat transfer,journal of thermophysics and heat transfer
j. thermoplast. compos. mater.,journal of thermoplastic composite materials
j. toxicol. environ. health,journal of toxicology and environment health
j. toxicol., clin. toxicol.,journal of toxicology - clinical toxicology
j. toxicol., cutaneous ocul. toxicol.,journal of toxicology - cutaneous and ocular toxicology
j. toxicol., toxin rev.,journal of toxicology - toxin reviews
j. trace elem. exp. med.,journal of trace elements in experimental medicine
j. trace elem. med biol.,journal of trace elements in medicine and biology
j. trace microprobe tech.,journal of trace and microprobe techniques
j. vac. sci. technol., a,journal of vacuum science and technology a
j. vac. sci. technol., b,journal of vacuum science and technology b
j. wood chem. technol.,journal of wood chemistry and technology
jacs,journal of the american chemical society
jom,jom journal of the minerals metals and materials society
jpc j. planar chromatogr. - mod. tlc,jpc journal of planar chromatography modern tlc
jpn. j. appl. phys., part 1,japanese journal of applied physics part 1
jpn. j. appl. phys., part 2,japanese journal of applied physics part 2
jpn. j. cancer res.,japanese journal of cancer research
jpn. j. pharmacol.,japanese journal of pharmacology
jpn. j. toxicol. environ. health,japanese journal of toxicology and environment health
jsme int j., ser. a,jsme international journal series a: mechanics and material engineering
jsme int j., ser. b,jsme international journal series b: fluids and thermal engineering
jsme int j., ser. c,jsme international journal series c: mechanical systems machine elements and manufacturing
kautsch. gummi kunstst.,kautschuk gummi kunststoffe
key eng. mater.,key engineering materials
khim. fiz.,khimicheskaya fizika
kinet. catal.,kinetics and catalysis
kinet. katal.,kinetika i kataliz
kolloidn zh,kolloidn zhurnal
koord. khim.,koordinatsionnaya khimiya (russian journal of coordination chemistry)
korean j. chem. eng.,korean journal of chemical engineering
kovove mater.,kovove materialy metallic materials
lab. autom. inf. manage.,laboratory automation and information management
lab. invest.,laboratory investigation
lab. rob. autom.,laboratory robotics and automation
laser chem.,laser chemistry
lc-gc,lc-gc the magazine of separation science
lett. appl. microbiol.,letters in applied microbiology
lett. pept. sci.,letters in peptide science
liebigs ann. chem.,liebigs annalen der chemie
liebigs ann. recl.,liebigs annalen - recueil
life sci.,life sciences
liq. cryst.,liquid crystals
lubr. eng.,lubrication engineering
lubr. sci.,lubrication science
m, 
macromol. chem. phys.,macromolecular chemistry and physics
macromol. rapid commun.,macromolecular rapid communications
macromol. symp.,macromolecular symposium
macromol. theory simul.,macromolecular theory and simulations
magn. reson. chem.,magnetic resonance in chemistry
magn. reson. mater. phys., biol. med.,magnetic resonance materials in physics, biology and medicine
magy. kem. foly.,magyar kemiai folyoirat
main group chem.,main group chemistry
main group met. chem.,main group metal chemistry
manuf. chem.,manufacturing chemist
mar. biol.,marine biology
mar. biotechnol.,marine biotechnology
mar. chem.,marine chemistry
mar. environ. res.,marine environment research
mar. pollut. bull.,marine pollutution bulletin
mass spectrom. rev.,mass spectrometry reviews
mater. .,materials uation
mater. charact.,materials characterization
mater. chem. phys.,materials chemistry and physics
mater. corros.,materials and corrosion
mater. des.,materials and design
mater. forum,materials forum
mater. high temp.,materials at high temperatures
mater. lett.,materials letters
mater. manuf. processes,materials and manufacturing processes
mater. org.,materials and organisms
mater. performance,materials performance
mater. res. bull.,materials research bulletin
mater. res. innovations,materials research innovations
mater. sci.,materials science
mater. sci. eng., a,materials science and engineering a
mater. sci. eng., b,materials science and engineering b
mater. sci. eng., c,materials science and engineering c
mater. sci. eng., r,materials science and engineering reports
mater. sci. forum,materials science forum
mater. sci. res. int.,materials science research international
mater. sci. semicond. process.,materials science in semiconductor processing
mater. sci. technol.,materials science and technology
mater. struct.,materials and structures
mater. today,materials today
mater. trans., jim,materials transactions, jim
materialwiss. werkstofftech.,materialwissenschaft und werkstofftechnik
matrix biol.,matrix biology
meas. sci. technol.,measurement science and technology
mech. compos. mater.,mechanics of composite materials
mech. compos. mater. struct.,mechanics of composite materials and structures
mech. mater.,mechanics of materials
mech. time-depend. mater.,mechanics of time dependent materials
med. chem. res.,medicinal chemistry research
mendeleev commun.,mendeleev communications
met. ions biol. syst.,metal ions in biological systems
met. sci. heat treat.,metal science and heat treatment
met.-based drugs,metal-based drugs
metab. eng.,metabolic engineering
metall. mater. trans. a,metallurgical and materials transactions a: physical metallurgy and materials science
metall. mater. trans. b,metallurgical and materials transactions b: process metallurgy and materials processing science
metall. trans. a,metallurgical transactions a
metall. trans. b,metallurgical transactions b
metalloved. term. obrab. met.,metallovedenie i termicheskaya obrabotka metallov
methods biochem. anal.,methods of biochemical analysis
methods enzymol.,methods in enzymology
microb. comp. genomics,microbial and comparative genomics
microbiol. res.,microbiological research
microchem. j.,microchemical journal
microelectron. eng.,microelectronic engineering
microelectron. j.,microelectronics journal
microporous mater.,microporous materials
microporous mesoporous mater.,microporous and mesoporous materials
microsc. microanal.,microscopy and microanalysis
microsc. res. tech.,microscopy research and technique
microscale thermophys. eng.,microscale thermophysical engineering
mikrochim. acta,mikrochimica acta
mine water environ.,mine water and the environment
miner. eng.,minerals engineering
miner. metall. process,minerals and metallurgical processing
miner. process. extr. metall. rev.,mineral processing and extractive metallurgy review
mini-rev. med. chem.,mini - reviews in medicinal chemistry
mod. drug discovery,modern drug discovery
mod. phys. lett. a,modern physics letters a
mod. phys. lett. b,modern physics letters b
modell. simul. mater. sci. eng.,modelling and simulation in materials science and engineering
mol. cell. biochem.,molecular and cellular biochemistry
mol. cryst. liq. cryst. sci. technol., sect. a,molecular crystals and liquid crystals science and technology section a
mol. cryst. liq. cryst. sci. technol., sect. c,molecular crystals and liquid crystals science and technology section c
mol. interventions,molecular interventions
mol. mar. biol. biotech,,molecular marine biology and biotechnology
mol. microbiol.,molecular microbiology
mol. pharmacol.,molecular pharmacology
mol. phys.,molecular physics
mol. reprod. dev,molecular reproduction and development
mol. supramol. photochem.,molecular and supramolecular photochemistry
mon. not. r. astron. soc.,monthy notices of the royal astronomical society
monatsh. chem.,monatshefte fur chemie
mrs bull.,mrs bulletin
mrs internet j. nitride semicond. res.,mrs internet journal of nitride semiconductor research
nachr. chem. tech. lab.,nachrichten aus chemie technik und laboratorium
nano lett.,nano letters
nanostruct. mater.,nanostructured materials
nat. biotechnol.,nature biotechnology
nat. prod. lett.,natural products letters
nat. prod. rep.,natural products reports
nat. prod. sci.,natural product sciences
nat. struct. biol.,natural structural biology
nat. toxins,natural toxins
nato asi ser., ser. a,nato asi series, series a life sciences
nato asi ser., ser. b,nato asi series, series b physics
nato asi ser., ser. c,nato asi series, series c mathematical and physical sciences
nato asi ser., ser. e,nato asi series, series e applied physics
nato asi ser., ser. g,nato asi series, series g ecological sciences
nato asi ser., ser. h,nato asi series, series h cell biology
naunyn-schmiedeberg's arch. pharmacol.,naunyn-schmiedeberg's archives of pharmacology
ndt and e int.,ndt and e international
neft. khoz.,neftyanoe khozyaistvo (petroleum industry)
neorg. mater.,neorganicheskie materialy
neurochem. int.,neurochemistry international
neurochem. res.,neurochemical research
new compr. biochem.,new comprehensive biochemistry
new diamond front. carbon technol.,new diamond and frontier carbon technology
new j. chem.,new journal of chemistry
new polym. mat.,new polymeric materials
nmr biomed.,nmr in biomedicine
nucl. eng. des.,nuclear engineering and design
nucl. fusion,nuclear fusion
nucl. instrum. methods phys. res., sect. a,nuclear instruments and methods in physical research section a
nucl. instrum. methods phys. res., sect. b,nuclear instruments and methods in physical research section b
nucl. phys. a,nuclear physics a
nucl. phys. b,nuclear physics b
nucl. technol.,nuclear technology
nucleic acids res.,nucleic acids research
numer. heat transfer, part a,numerical heat transfer part a
numer. heat transfer, part b,numerical heat transfer part b
nuovo cimento soc. ital. fis., a,nuovo cimento della societa italiana di fisica a
nuovo cimento soc. ital. fis., b,nuovo cimento della societa italiana di fisica b
nuovo cimento soc. ital. fis., c,nuovo cimento della societa italiana di fisica c
nuovo cimento soc. ital. fis., d,nuovo cimento della societa italiana di fisica d
oil gas j.,oil and gas journal
opt spektrosk.,optika i spektroskopiya
opt. commun.,optics communication
opt. express,optics express
opt. lett.,optics letters
opt. mater.,optical materials
opt. spectrosc.,optics and spectroscopy
opt. zh.,opticheskii zhurnal
org. electron.,organic electronics
org. geochem.,organic geochemistry
org. lett.,organic letters
org. mass spectrom.,organic mass spectrometry
org. prep. proced. int.,organic preparations and procedures international
org. process res. dev.,organic process research and development
org. react. mech.,organic reaction mechanics
organohalogen compd.,organohalogen compounds
organomet. chem.,organometallic chemistry
origins life evol. biosphere,origins of life and evolution of the biosphere
oxid. met.,oxidation of metals
ozone sci. eng.,ozone science and engineering
p, 
part. part. syst. char.,particle and particle systems characterization
part. sci. technol.,particulate science and technology
pccp,physical chemistry chemical physics
perspect. drug discovery des.,perspectives in drug discovery and design
pestic. biochem. physiol.,pesticide biochemistry and physiology
pestic. outlook,pesticide outlook
pet. sci. technol.,petroleum science and technology
pharm. chem. j.,pharmaceutical chemistry journal
pharm. pharmacol. commun.,pharmacy and pharmacology communications
pharm. pharmacol. lett.,pharmaceutical and pharmacological letters
pharm. res.,pharmaceutical research
pharm. technol.,pharmaceutical technology
pharmacol. res.,pharmacological research
phase transitions,phase transitions
philos. mag. a,philosophical magazine a
philos. mag. b,philosophical magazine b
philos. mag. lett.,philosophical magazine letters
philos. trans. r. soc. london, ser. a,philosophical transactions of the royal society of london, series a
philos. trans. r. soc. london, ser. b,philosophical transactions of the royal society of london, series b
phosphorus, sulfur silicon relat. elem.,phosphorus sulfur silicon and the related elements
photochem. photobiol.,photochemistry and photobiology
photosynth. res.,photosynthesis research
phys. chem. chem. phys.,physical chemistry chemical physics
phys. chem. glasses,physics and chemistry of glasses
phys. chem. liq.,physics and chemistry of liquids
phys. chem. miner.,physics and chemistry of minerals
phys. fluids a,physics of fluids a
phys. fluids b,physics of fluids b
phys. lett. a,physics letters a
phys. lett. b,physics letters b
phys. rev. a: at. mol. opt. phys.,physical review a: atomic, molecular, and optical physics
phys. rev. b: condens. matter,physical review b: condensed matter
phys. rev. c: nucl. phys.,physical review c: nuclear physics
phys. rev. d: part. fields,physical review d: particles and fields
phys. rev. e: stat. phys., plasmas, fluids,,physical review e: statistical physics, plasmas, fluids, and related interdisciplinary topics
phys. rev. lett.,physical review letters
phys. scr.,physica scripta
phys. status solidi a,physical status solidi a
phys. status solidi b,physical status solidi b
physica a,physica a
physica b,physica b
physica c,physica c
physica d,physica d
physica e,physica e
physiol. biochem. zool.,physiological and biochemical zoology
physiol. chem. phys. med. nmr,physiological chemistry and physics and medical nmr
physiol. plant.,physiologia plantarum
phytochem. anal,phytochemical analysis
plant physiol. biochem.,plant physiology and biochemistry
planta med.,planta medica
plasma chem. plasma process.,plasma chemistry and plasma processing
plasma phys. controlled fusion,plasma physics and controlled fusion
plasma sources sci. technol.,plasma sources science and technology
plasmas polym.,plasmas and polymers
plast. eng.,plastics engineering
plast. rubber compos. process. appl.,plastics rubber and composites processing and applications
plat. surf. finish.,plating and surface finishing
platinum met. rev.,platinum metals review
pol. j. chem.,polish journal of chemistry
polycyclic aromat. compd.,polycyclic aromatic compounds
polym. adv. technol.,polymers for advanced technologies
polym. bull.,polymer bulletin
polym. compos.,polymer composites
polym. degrad. stab.,polymer degradation and stability
polym. eng. sci.,polymer engineering and science
polym. gels networks,polymer gels and networks
polym. int.,polymer international
polym. j.,polymer journal
polym. mater. sci. eng.,polymeric materials science and engineering
polym. networks blends,polymer networks and blends
polym. plast. technol. eng.,polymer - plastics technology and engineering
polym. polym. compos.,polymers and polymer composites
polym. prepr. (am. chem. soc., div. polym. chem.),polymeric preprints (american chemical society, division of polymer chemistry)
polym. react. eng.,polymer reaction engineering
polym. recycl.,polymer recycling
polym. test.,polymer testing
powder diffr.,powder diffraction
powder metall.,powder metallurgy
powder metall. met. ceram.,powder metallurgy and metal ceramics
powder technol.,powder technology
prep. biochem. biotechnol.,preparative biochemistry and biotechnology
prepr. - am. chem. soc., div. pet. chem.,preprints - american chemical society, division of petroleum chemistry
prepr. pap. - am. chem. soc., div. fuel chem.,preprint papers - american chemical society, division of fuel chemistry
proc. r. soc. london, ser. a,proceedings of the royal society of london series a
proc. r. soc. london, ser. b,proceedings of the royal society of london series b
process biochem.,process biochemistry
process control qual.,process control and quality
process saf. environ. prot.,process safety and environment protection
process saf. prog.,process safety progress
prog. biophys. mol. biol.,progress in biophysics and molecular biology
prog. biotechnol.,progress in biotechnology
prog. chem. org. nat. prod.,progress
prog. colloid polym. sci.,progress in colloid and polymer science
prog. cryst. growth charact. mater.,progress in crystal growth and characterization of materials
prog. energy combust. sci.,progress in energy and combustion science
prog. heterocycl. chem.,progress in heterocyclic chemistry
prog. ind. microbiol.,progress in industrial microbiology
prog. inorg. chem.,progress in inorganic chemistry
prog. lipid res.,progress in lipid research
prog. mater sci.,progress in materials science
prog. nucl. magn. reson. spectrosc.,progress in nuclear magnetic resonance spectroscopy
prog. org. coat.,progress in organic coatings
prog. pap. recycl.,progress in paper recycling
prog. polym. sci.,progress in polymer science
prog. react. kinet.,progress in reaction kinetics
prog. solid state chem.,progress in solid state chemistry
prog. surf. sci.,progress in surface science
prot. met,protection of metals
protein eng.,protein engineering
protein sci.,protein science
przem. chem.,przemysl chemiczny
pure and applied chemistryquant. struct.-act. relat.,
pure appl. chem.,quantitative structure-activity relationships
quim. anal. (barcelona),quimica analitica
quim. nova,quimica nova 
radiat eff. defects solids,radiation effects and defects in solids
radiat. phys. chem.,radiation physics and chemistry
radiat. prot. dosim.,radiation protection dosimetry
radiat. res.,radiation research
radiochim. acta,radiochima acta
rapid commun. mass spectrom.,rapid communications in mass spectrometry
rapra rev. rep.,rapra review reports
react. funct. polym.,reactive and functional polymers
react. kinet. catal. lett.,reaction kinetics and catalysis letters
recl. trav. chim. pays-bas,recueil des travaux chimiques des pays-bas journal of the royal netherlands chemical society
refract. ind. ceram,refractories and industrial ceramics
regul. toxicol. pharm.,regulatory toxicology and pharmacology
rep. prog. phys.,reports on progress in physics
res. chem. intermed.,research on chemical intermediates
res. commun. mol. pathol. pharmacol.,research communications in molecular pathology and pharmacology
res. microbiol.,research in microbiology
rev. anal. chem,reviews in analytical chemistry
rev. chem. eng.,reviews in chemical engineering
rev. chim.,revista de chimie
rev. comput. chem.,reviews in computational chemistry
rev. environ. contam. toxicol.,reviews of environment contamination and toxicology
rev. gen. therm.,revue generale de thermique
rev. metall. / cah. inf. tech.,revue de metallurgie / cahiers d'informations techniques
rev. physiol., biochem. pharmacol.,reviews of physiology biochemistry and pharmacology
rev. roum. chim.,revue roumaine de chimie
rev. sci. instrum.,review of scientific instruments
rheol. acta,rheologica acta
rubber chem. technol.,rubber chemistry and technology
russ. chem. bull.,russian chemical bulletin
russ. j. appl. chem.,russian journal of applied chemistry
russ. j. bioorg. chem.,russian journal of bioorganic chemistry
russ. j. coord. chem.,russion journal of coordination chemistry
russ. j. electrochem.,russian journal of electrochemistry
russ. j. gen. chem.,russian journal of general chemistry
russ. j. nondestr. test.,russian journal of nondestructive testing
russ. j. org. chem.,russian journal of organic chemistry
russ. metall.,russian metallurgy
s. afr. j. chem.,south african journal of chemistry
sampe j.,sampe journal
scand. j. metall.,scandinavian journal of metallurgy
sci. china, ser. b,science in china, series b chemistry
sci. china, ser. e,science in china, series e technological sciences
sci. prog.,science progress
sci. technol. weld. joining,science and technology of welding and joining /font>
sci. total environ.,science of the total environment
scripta mater.,scripta materialia
semicond. sci. technol.,semiconductor science and technology
sens. actuators, a,sensors and actuators, a
sens. actuators, b,sensors and actuators, b
sep. purif. methods,separation and purification methods
sep. purif. technol.,separation and purification technology
sep. sci. technol.,separation science and technology
silic. indus.,silicates industriels
smart mater. struct.,smart materials and structures
soil biol. biochem.,soil biology and biochemistry
sol. energy mater. sol. cells,solar energy materials and solar cells
solid state commun.,solid state communications
solid state ionics,solid state ionics
solid state nucl. magn. reson.,solid state nuclear magnetic resonance
solid-state electron.,solid state electronics
solvent extr. ion exch.,solvent extraction and ion exchange
spectrochim. acta,spectrochimica acta
spectrochim. acta, part a,spectrochimica acta, part a
spectrochim. acta, part b,spectrochimica acta, part b
spectrosc. eur.,spectroscopy europe
spectrosc. lett.,spectroscopy letters
spectrosc. prop. inorg. organomet. compd.,spectroscopic properties of inorganic and organometallic compounds
speculations sci. technol.,speculations in science and technology
spill sci. technol. bull.,spill science and technology bulletin
springer ser. chem. phys.,springer series in chemical physics
springer ser. solid-state sci.,springer series in solid-state sciences
struct. bond.,structure and bonding
struct. chem.,structural chemistry
stud. nat. prod. chem.,studies in natural products chemistry
stud. surf. sci. catal.,studies in surface science and catalysis
supercond. sci. technol.,superconductor science and technology
superlattices microstruct.,superlattices and microstructures
supramol. chem.,supramolecular chemistry
supramol. photosensit. electroact. mater.,supramolecular photosensitive and electroactive materials
supramol. sci.,supramolecular science
surf. coat. int.,surface coatings international
surf. coat. technol.,surface and coatings technology
surf. eng.,surface engineering
surf. interface anal.,surface and interface analysis
surf. rev. lett.,surface review and letters
surf. sci.,surface science
surf. sci. rep.,surface science reports
surf. sci. spectra,surface science spectra
synth. commun.,synthetic communications
synth. met.,synthetic metals
synth. react. inorg. met.-org. chem.,synthesis and reactivity in inorganic and metal-organic chemistry
tappi j.,tappi journal
tetrahedron lett.,tetrahedron letters
tetrahedron: asymmetry,tetrahedron: asymmetry
theochem,theochem journal of molecular structure
theor. chem. acc.,theoretical chemistry accounts
theor. exp. chem.,theoretical and experimental chemistry
theor. found. chem. eng.,theoretical foundations of chemical engineering
thermochim. acta,thermochimica acta
thin solid films,thin solid films
tissue eng.,tissue engineering
top. appl. phys.,topics in applied physics
top. biol. inorg. chem.,topics in biological and inorganic chemistry
top. catal.,topics in catalysis
top. curr. chem.,topics in current chemistry
top. fluoresc. spectrosc.,topics in fluorescence spectroscopy
top. inorg. chem.,topics in inorganic chemistry
toxicol. appl. pharmacol.,toxicology and applied pharmacology
toxicol. environ. chem.,toxicological and environmental chemistry
toxicol. lett.,toxicology letters
toxicol. sci.,toxicological sciences
trac, trends anal. chem.,trac trends in analytical chemistry
trace elem. electrolytes,trace elements and electrolytes
trans. inst. met. finish.,transactions of the institution of metal finishing
trans. inst. min. metall., sect. a,transactions of the institution of mining and metallurgy section a
trans. inst. min. metall., sect. b,transactions of the institution of mining and metallurgy section b
trans. inst. min. metall., sect. c,transactions of the institution of mining and metallurgy section c
transition met. chem.,transition metal chemistry
trends biochem. sci,trends in biochemical sciences
trends biotechnol.,trends in biotechnology
tsvetn. met. (moscow),tsvetnaya metally
ukr. fiz. zh.,ukrainskii fizicheskii zhurnal
ukr. khim. zh.,ukrainskii khimicheskii zhurnal
ultrason. sonochem.,ultrasonics sonochemistry
usp. khim.,uspekhi khimii
vib. spectrosc ,vibrational spectroscopy
waste manage. (oxford),waste management
waste manage. res.,waste management and research
water environ. res,water environment research
water res.,water research
water resour. res.,water resources research
water sci. technol.,water science and technology
water, air, soil pollut.,water, air, and soil pollution
world j. microbiol. biotechnol.,world journal of microbiology and biotechnology
x-ray spectrom.,x-ray spectrometry
z. anorg. allg. chem.,zeitschrift fur anorganische und allgemeine chemie
z. kristallogr.,zeitschrift fur kristallograhie
z. kristallogr. - new cryst. struct.,zeitschrift fur kristallograhie - new crystral stuctures
z. metailkd.,zeitschrift fur metailkunde
z. naturforsch., a: phys. sci.,zeitschrift fur naturforschung a: journal of physical sciences
z. naturforsch., b: chem. sci.,zeitschrift fur naturforschung b: journal of chemical sciences
z. naturforsch., c: biosci.,zeitschrift fur naturforschung c: journal of biosciences
z. phys. a: hadrons nucl.,zeitschrift fur physik a: hadrons and nuclei
z. phys. b: condens. matter,zeitschrift fur physik b: condensed matter
z. phys. c: part. fields,zeitschrift fur physik c: particle fields
z. phys. chem.,zeitschrift fur physikalische chemie
z. phys. d: at., mol. clusters,zeitschrift fur physik d: atoms, molecules and clusters
zh. fiz. khim.,zhurnal fizicheskoi khimii
zh. neorg. khim.,zhurnal neorganicheskoi khimii
zh. obshch. khim.,zhurnal obshchei khimii
zh. org. khim.,zhurnal organicheskoi khimii
zh. prikl. khim.,zhurnal prikladnoi khimii
proc. natl. acad. sci. usa,proceedings of the national academy of sciences of the united states of america
